"gene_name","ens_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Tmem222","ENSMUSG00000028857",1160.55245550333,-0.269944656640796,0.118935606541805,0.0202747669801812,0.0420755569255426
"Akr1b3","ENSMUSG00000001642",2734.26434769875,-0.194971852513552,0.0852801341455021,0.0202806145905516,0.0420843368064161
"Alas2","ENSMUSG00000025270",1.6356715190187,1.27138033204381,1.2807327098711,0.0202849489407689,0.0420899753691273
"Snord98","ENSMUSG00000080469",5.06798817896757,-1.21955373506826,0.993630899652417,0.0202942360126304,0.0421058887952766
"Lbr","ENSMUSG00000004880",1098.7611995783,0.23387605757291,0.102662914867933,0.0203191202011289,0.0421541575478226
"Gm19246","ENSMUSG00000092505",36.0303784599891,-0.588409218204138,0.282680276768771,0.0203420202257925,0.0421983025772637
"Gm43412","ENSMUSG00000105107",16.4313201697624,0.795282555422933,0.431196715502544,0.0203447015719882,0.0422005014755905
"Metrn","ENSMUSG00000002274",171.756565747041,0.484575888916695,0.223822214182947,0.0203577460847011,0.0422241943654953
"Dram2","ENSMUSG00000027900",1218.49972046269,-0.285098844155834,0.125962422359239,0.0203669758871649,0.0422399719833567
"Gm8801","ENSMUSG00000092284",27.7670203388493,0.746133877144874,0.391255774024244,0.020385162537923,0.0422743216107928
"Gm7160","ENSMUSG00000099843",227.962507190112,0.378969944189228,0.170289100287352,0.0204111648455565,0.0423248724187495
"Mir434","ENSMUSG00000070133",2.96428471857616,1.26415430038051,1.16554568407257,0.0204208059393359,0.0423414910371255
"Atp6v1c2","ENSMUSG00000020566",4.26316955036953,-1.208419726362,0.971164228972666,0.0204280813458097,0.0423532022677024
"Gpr39","ENSMUSG00000026343",615.718023986975,-0.436582104427212,0.198961085725464,0.020430109418634,0.0423540332893831
"4930471M09Rik","ENSMUSG00000097693",2.84040878490885,1.26891033553901,1.22697428296097,0.0204491980071427,0.0423902298287599
"Zik1","ENSMUSG00000030393",94.7845317916011,0.544177235132981,0.256938790147612,0.0204545128253777,0.0423978704960524
