"gene_name","ens_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Ky","ENSMUSG00000035606",1137.93971550767,0.848814476001881,0.225591028262199,8.66048321078466e-07,0.000302532139393786
"Dach1","ENSMUSG00000055639",1079.94041505771,0.718546967945179,0.175737806709669,8.86214362392332e-07,0.000302532139393786
"Adam9","ENSMUSG00000031555",5352.3881720493,-0.466708357932941,0.116754125039857,8.9213014340483e-07,0.000302532139393786
"Esrrg","ENSMUSG00000026610",430.917402095616,0.70187974730841,0.170864381486696,9.00646148844051e-07,0.000302532139393786
"Myo3b","ENSMUSG00000042064",83.2257311973436,-0.787028754521625,0.200624378103931,9.41870940339652e-07,0.000310520895386423
"Pcyt1b","ENSMUSG00000035246",1466.31089376657,0.345749615209101,0.0912664258580001,1.00622355128631e-06,0.000325705416064548
"Plcxd3","ENSMUSG00000049148",354.145294162931,0.729300191086848,0.183436083291872,1.19396327867313e-06,0.000379573718753889
"Sult1d1","ENSMUSG00000029273",303.25857107751,0.812685198700173,0.217624281423054,1.30948253031571e-06,0.000408995043635274
"Cartpt","ENSMUSG00000021647",251.941235262215,-1.01950748689536,0.338714276508292,1.37485755969945e-06,0.000422010157505678
"Il13ra1","ENSMUSG00000017057",3930.17487198008,-0.369221066346615,0.0995472193208596,1.48735785476219e-06,0.0004488039303107
"Litaf","ENSMUSG00000022500",10040.73293418,-0.453130178936371,0.118627596428556,1.58532048381071e-06,0.000470391009554701
"Urah","ENSMUSG00000025481",447.630568799496,-0.853255511370658,0.245550000832553,1.80581049112885e-06,0.000521262234272976
"Cldn6","ENSMUSG00000023906",495.120956595795,-0.891598409711764,0.267684296218233,1.81532654748775e-06,0.000521262234272976
"Krt6b","ENSMUSG00000023041",44.9090349175324,-1.1674784665727,0.468726465062892,2.16708054576292e-06,0.000606126765294766
"Npas4","ENSMUSG00000045903",202.001306916806,1.00318961614891,0.349838832113318,2.17896494854042e-06,0.000606126765294766
"Il18r1","ENSMUSG00000026070",399.280063023486,-0.68673535257979,0.179002868071332,2.21908101317198e-06,0.000607789219653858
"Steap2","ENSMUSG00000015653",2945.66989043037,-0.410839292441893,0.112656698687335,2.33531966720385e-06,0.000629934788412578
"Tmem131l","ENSMUSG00000033767",1537.79935847382,0.392631460961763,0.108911908142531,2.49193119302118e-06,0.000662147030288896
"1700003E16Rik","ENSMUSG00000030030",55.6187403577464,1.29493176395968,0.58901956215063,2.67872983255179e-06,0.000696476162779476
"Trpm5","ENSMUSG00000009246",383.220473197989,0.833478677012926,0.246354201559664,2.69936837790169e-06,0.000696476162779476
"Arsi","ENSMUSG00000036412",17.7738298992657,-1.46123472956622,0.785082245946001,3.00586678123527e-06,0.000764477804376164
"Gcnt3","ENSMUSG00000032226",84.1165166427967,-1.38431377558061,0.710331846884975,3.26571958060547e-06,0.000809909505331917
"Ltbr","ENSMUSG00000030339",3411.22641144627,-0.266746875157245,0.0733963392743803,3.27548640026389e-06,0.000809909505331917
"Steap1","ENSMUSG00000015652",317.961929300171,-0.693735080591718,0.188451398820435,3.35494167549465e-06,0.000818192145874401
"Dzip1l","ENSMUSG00000037784",957.40349250357,0.322406394064274,0.0925084166617939,3.61323725683397e-06,0.000869276525451555
"D130043K22Rik","ENSMUSG00000006711",287.224788347835,0.757696738532056,0.217870391239996,3.93676771401543e-06,0.000929151607305972
"Rdh10","ENSMUSG00000025921",2183.45686932797,-0.480168151439824,0.133183437338159,3.96649565552176e-06,0.000929151607305972
"Fgg","ENSMUSG00000033860",2913.35571209342,-1.46082749817005,1.02157690744129,4.0682667809707e-06,0.000940614980540538
"Agbl4","ENSMUSG00000061298",141.973843798077,0.709803201377023,0.19910894373348,4.24099740914411e-06,0.000957230714416102
"Dcdc2a","ENSMUSG00000035910",1472.6329483812,-0.468128235661615,0.131184893583513,4.24766760876662e-06,0.000957230714416102
"Chrna4","ENSMUSG00000027577",26.5182328596502,-1.29325409233382,0.674439116316541,4.39988103549032e-06,0.000979138525935428
"Ksr2","ENSMUSG00000061578",1160.28548935763,0.674604463280896,0.187252150963137,4.49219330836083e-06,0.000987339721836393
"Emc9","ENSMUSG00000022217",244.132174509121,0.627987825860968,0.173262985468109,4.79021900396077e-06,0.00103454191348138
"Tnfsf10","ENSMUSG00000039304",1806.19082840185,0.544945701740351,0.150758633390057,4.82317467948968e-06,0.00103454191348138
"Ephb3","ENSMUSG00000005958",364.550620581671,-0.795301393622412,0.244070236344683,4.94494191813033e-06,0.00104803334486279
"Spc25","ENSMUSG00000005233",2848.80641608103,0.566508467011268,0.157026207388133,5.10483690300548e-06,0.00106919307510831
"Fam135b","ENSMUSG00000036800",519.513700004201,0.62805792629943,0.175122057965962,5.33264224749539e-06,0.00110391895269954
"Cpeb1","ENSMUSG00000025586",3149.88238004446,0.497914213009742,0.140995194590044,5.46660069810854e-06,0.00110978322455674
"Strip2","ENSMUSG00000039629",129.938110256732,0.831311108936976,0.270615025881847,5.48564420384167e-06,0.00110978322455674
"Cblc","ENSMUSG00000040525",2704.18269551199,0.313196865664089,0.0928757914857671,5.89745570678388e-06,0.00117968993199858
"Dsc2","ENSMUSG00000024331",1196.20655930931,-0.433248192711126,0.126952794490126,6.17902483121795e-06,0.00122227976744637
"S100a8","ENSMUSG00000056054",174.847747009441,-0.682089432190443,0.197486921018085,6.43729203209112e-06,0.00125937483568481
"Tenm1","ENSMUSG00000016150",35.6287023493476,-1.11137498723127,0.547446015036389,6.69238161617931e-06,0.00129504858600913
"Rfx6","ENSMUSG00000019900",2526.70591110407,0.609862930724477,0.173910234759486,6.83555299582946e-06,0.00130706925033614
"Slc22a23","ENSMUSG00000038267",3042.66518818229,0.46110567086714,0.135059284856917,6.95167343377699e-06,0.00130706925033614
"Crocc","ENSMUSG00000040860",1693.98117029324,0.485531746431856,0.141045379126169,6.97475587159093e-06,0.00130706925033614
"Papss2","ENSMUSG00000024899",14124.5575951779,0.676048716015018,0.197248202475571,7.06122893739849e-06,0.00130949019554693
"Nfrkb","ENSMUSG00000042185",1802.31322307237,0.386448056560747,0.116628428413588,7.32797033598479e-06,0.00134494696795399
"Gm7160","ENSMUSG00000099843",227.962507190112,0.628339837012492,0.181488002004468,7.49279065212326e-06,0.00135060076652745
"Rtn4rl1","ENSMUSG00000045287",1121.42266977012,0.52411057099928,0.151647777701482,7.51050249318753e-06,0.00135060076652745
"Tcim","ENSMUSG00000056313",724.895421799164,-0.550881881081715,0.16114526261837,8.79877497363299e-06,0.00156644590855588
"Fras1","ENSMUSG00000034687",649.204952505953,0.620461736443511,0.183540776857531,9.45927562144306e-06,0.00166736122661931
"Ntf5","ENSMUSG00000074121",36.400652101168,-0.939928069790326,0.404436563304084,9.55727846763231e-06,0.00166811988783586
"Depdc5","ENSMUSG00000037426",1218.64866623142,-0.48279411920211,0.144821183021869,9.79631492428896e-06,0.00169324072424385
"Gm34759","ENSMUSG00000115441",365.959061727147,0.884571134649973,0.356304772291009,1.06609960087055e-05,0.00182312463839409
"Ifit1bl1","ENSMUSG00000079339",283.930501869868,0.740060982876141,0.239778759777707,1.07525746801876e-05,0.00182312463839409
"Gm15418","ENSMUSG00000085573",31.8815743234323,1.15204054959727,0.852765671103442,1.1544606977896e-05,0.00193151822847892
"Gm1043","ENSMUSG00000117286",104.819108821464,0.8073656116632,0.290953632899698,1.17105103720894e-05,0.00193151822847892
"Lrrc36","ENSMUSG00000054320",248.432601682445,0.724390970709571,0.234418884602387,1.18441663802156e-05,0.00193151822847892
"Dtnbos","ENSMUSG00000092286",171.172837256921,0.883238574234559,0.364963202126565,1.18992510749705e-05,0.00193151822847892
"Traf4","ENSMUSG00000017386",1471.68514779706,-0.402814905009619,0.126272488591499,1.20127394870947e-05,0.00193151822847892
"Ddx60","ENSMUSG00000037921",990.002239144503,0.426545509729647,0.132810469998637,1.20428311723395e-05,0.00193151822847892
"Hspa12a","ENSMUSG00000025092",829.397752686388,0.499083774814349,0.152672209907705,1.25383907024697e-05,0.00199194052638289
"Rpl10a-ps1","ENSMUSG00000084416",1183.7557307369,-0.242697865182456,0.0712689188725039,1.26797702834561e-05,0.00199194052638289
"Sstr3","ENSMUSG00000044933",5634.53592146525,0.552781426862337,0.168100450067562,1.27931253636636e-05,0.00199194052638289
"Zkscan7","ENSMUSG00000063488",617.948535852623,0.428594465923351,0.134180427099467,1.28671100676309e-05,0.00199194052638289
"Ffar3","ENSMUSG00000019429",233.078837040461,0.769915009009473,0.268330369726495,1.32161103437671e-05,0.00202833114181109
"Baiap3","ENSMUSG00000047507",3686.0487370721,0.731067983656839,0.243126849950475,1.34379245821091e-05,0.00204474676354948
"Acot1","ENSMUSG00000072949",160.910276000579,-0.663168994974302,0.208650266022267,1.36117212636364e-05,0.00205363960725864
"Gm6297","ENSMUSG00000097123",102.03933332594,0.8961630165788,0.397762244541945,1.40756859474069e-05,0.00209634059117953
"Pik3r3","ENSMUSG00000028698",918.079759522878,0.446557324267837,0.140268720823222,1.41302516958683e-05,0.00209634059117953
"Cxxc4","ENSMUSG00000044365",2374.55886738625,0.525807552494038,0.163061834058418,1.49990991445969e-05,0.00220685092620875
"Aldh1l1","ENSMUSG00000030088",666.405097345724,-0.688322644779908,0.225995523090725,1.61451811097166e-05,0.00235475775544787
"Nectin4","ENSMUSG00000006411",373.649129484015,-0.573981840742088,0.179428322145205,1.62688987204453e-05,0.00235475775544787
"Gipr","ENSMUSG00000030406",2302.81985670258,0.665393754495446,0.215380246482135,1.64971042811963e-05,0.00236853183482369
"Cdc42ep5","ENSMUSG00000063838",464.222786973579,-0.688943174199173,0.231168017351484,1.84523045696395e-05,0.00262805102602633
"Gm44261","ENSMUSG00000107721",150.778494298918,-0.515724513295697,0.164500490330968,1.9167338942717e-05,0.0027082232952158
"Spns2","ENSMUSG00000040447",598.678160147146,-0.761676963398943,0.283743228993906,1.94442552147413e-05,0.00271578891036716
"Zfp608","ENSMUSG00000052713",2170.41092405701,0.33150475192881,0.109014590044764,1.95259776738189e-05,0.00271578891036716
"Ffar1","ENSMUSG00000044453",3167.76769860971,0.691977638715037,0.236013484411936,2.00043166156287e-05,0.00276075076517858
"Actr3b","ENSMUSG00000056367",126.017768323573,0.640098417159928,0.210357303247146,2.04001934491071e-05,0.00279372803057272
"Myt1","ENSMUSG00000010505",1990.75410828025,0.578481920857879,0.186333105053823,2.06942592762716e-05,0.0028123656327898
"Fgb","ENSMUSG00000033831",4372.29773827382,-0.985948803524473,0.647383698928481,2.08804650664972e-05,0.00281617363317311
"4930550C14Rik","ENSMUSG00000005131",149.724444364641,0.603012986731957,0.1961872228259,2.13413376216266e-05,0.00285454160485293
"Hpgds","ENSMUSG00000029919",1885.33367260716,0.645689262977141,0.214537760480276,2.14856246166541e-05,0.00285454160485293
"Tbc1d24","ENSMUSG00000036473",1050.31816360896,0.494602422173201,0.160478227624186,2.17266927116876e-05,0.00286518748404574
"Tmem25","ENSMUSG00000002032",384.228668832066,0.644212928026504,0.215769814833505,2.27983255241736e-05,0.00298440139196223
"Cxcl11","ENSMUSG00000060183",855.333023351454,-0.533156450910272,0.174339577204094,2.4020336703385e-05,0.00312141645496615
"Mtss1l","ENSMUSG00000033763",3403.31152388766,0.418153565074737,0.139910325851123,2.47601881913191e-05,0.00319424369833373
"Ifit2","ENSMUSG00000045932",4831.00314521749,0.51747297827713,0.170767911690432,2.57930635678812e-05,0.00330355331438122
"Mtcl1","ENSMUSG00000052105",3785.66268378522,0.351204089270232,0.118996241836022,2.61376113038061e-05,0.00332377067172614
"Pnmal1","ENSMUSG00000041141",3199.67144848544,0.501951746355821,0.166820309736805,2.70715803537978e-05,0.0034181230144586
"Hspa2","ENSMUSG00000059970",1877.81257222986,-0.298246159433988,0.0996124117973307,2.73904835467547e-05,0.00343403365199207
"Gm30173","ENSMUSG00000103965",139.088911623593,0.744684899111046,0.293758727002481,2.80712640539525e-05,0.00347124466136737
"Ctse","ENSMUSG00000004552",2290.67480872275,-0.771905664372958,0.322484305012961,2.80772471626636e-05,0.00347124466136737
"Sh3bgrl2","ENSMUSG00000032261",505.747148546403,-0.684425709274978,0.247019169943523,2.86254655992764e-05,0.00351461492457875
"Krt20","ENSMUSG00000035775",353.146295502957,-0.839609622341269,0.425958608200783,2.92159921002781e-05,0.00356255005041952
"Plekhd1","ENSMUSG00000066438",42.790324657273,-0.803707742519227,0.369857233763051,2.95566342042435e-05,0.00357956978733433
"Pcf11","ENSMUSG00000041328",2438.52772053042,0.284579640613009,0.095353301380449,3.20209782532827e-05,0.00382866572673595
"Tctn3","ENSMUSG00000025008",1127.36571367687,0.545721856555573,0.185139825501116,3.20435428457932e-05,0.00382866572673595
"Herc3","ENSMUSG00000029804",1349.15590126591,0.351095464362027,0.121473851542693,3.24403157893365e-05,0.00385023294665038
"Pbld2","ENSMUSG00000020072",266.411111447057,0.493015983363708,0.167932529264511,3.30504308085911e-05,0.00389070934332655
"S100a9","ENSMUSG00000056071",642.833704157747,-0.46800295323295,0.160027393728785,3.32184362290421e-05,0.00389070934332655
"Dock10","ENSMUSG00000038608",1116.12049949597,0.467460565379408,0.160068026919242,3.36021529022797e-05,0.00390992894195612
"Ubxn10","ENSMUSG00000043621",1417.61268240587,0.494400821797368,0.169387899547559,3.47152403872611e-05,0.00399290597283605
"Tmem178b","ENSMUSG00000057716",1034.28145361968,0.566714481683939,0.195138216723173,3.47638277700156e-05,0.00399290597283605
"6330403L08Rik","ENSMUSG00000075585",1071.6164101559,0.291457399409417,0.0991221209065134,3.51925316330442e-05,0.00401623487604542
"Irf9","ENSMUSG00000002325",3123.16738731249,0.471436221896609,0.162598926274171,3.59218616199376e-05,0.00407335606636783
"Nup210","ENSMUSG00000030091",1741.90298038917,0.404152556703673,0.141816689965394,3.80491689514942e-05,0.00428727439774336
"Dpp4","ENSMUSG00000035000",1538.86828071963,0.543860964838408,0.189492619291394,3.9118922558021e-05,0.00438008917170093
"Qsox1","ENSMUSG00000033684",7272.37525475339,-0.428000742232138,0.151282833426383,4.19435671091113e-05,0.00465766067080157
"1700096K18Rik","ENSMUSG00000101856",290.363202179789,0.511261084577789,0.179409779167875,4.21341602091439e-05,0.00465766067080157
"Als2","ENSMUSG00000026024",1598.44437167733,0.250663415358842,0.0825743538586085,4.23828022619701e-05,0.00465766067080157
"Rab3a","ENSMUSG00000031840",2008.4361113741,0.454378841559984,0.160438474397297,4.29500071606338e-05,0.00469103667166113
"Ate1","ENSMUSG00000030850",2779.72042126653,0.334091776032203,0.118579141516973,4.32329751915146e-05,0.00469315034960082
"2200002D01Rik","ENSMUSG00000030587",474.200764102514,-0.735174717324087,0.323755852687796,4.37599454138824e-05,0.00472156550426272
"Inpp4a","ENSMUSG00000026113",4417.82604583484,0.57942746057635,0.208461205263401,4.53259220892632e-05,0.00483284237379804
"Qars","ENSMUSG00000032604",5923.61628210297,-0.212507818898637,0.0653694151665199,4.53341951594828e-05,0.00483284237379804
"Cftr","ENSMUSG00000041301",72.3802322019777,-0.81998462283519,0.511483807040608,4.57288659271033e-05,0.00484589881012036
"Ppdpf","ENSMUSG00000016344",773.413731995936,-0.337321160262013,0.121314316803588,4.87459344188325e-05,0.0051219452819012
"Rgs16","ENSMUSG00000026475",1942.55130113386,0.37411028450225,0.135191186005368,4.89411585642105e-05,0.0051219452819012
"Tshz3","ENSMUSG00000021217",1155.76301948671,0.29954038411881,0.105905689366128,4.91969130598835e-05,0.0051219452819012
"Sytl4","ENSMUSG00000031255",3545.06320368134,0.534351073047381,0.192774759251198,5.06369843212801e-05,0.00524122227832413
"Anks4b","ENSMUSG00000030909",1025.68161066478,0.604033218111334,0.226247933632907,5.28489743150508e-05,0.00543855658803959
"Klhdc9","ENSMUSG00000045259",77.2378776961312,0.728420873755857,0.339586394812778,5.36346577548572e-05,0.00548768857476852
"Pnmal2","ENSMUSG00000070802",7173.0699099325,0.499734167912273,0.181425405714368,5.44779094188213e-05,0.00552465625520786
"Atp2a3","ENSMUSG00000020788",18808.3858329248,0.66971446006592,0.27302974977578,5.46166096116713e-05,0.00552465625520786
"Slc1a1","ENSMUSG00000024935",86.7565676579141,-0.614773147836846,0.235144467919913,5.63631617063103e-05,0.00565089088680741
"Bcl11a","ENSMUSG00000000861",231.108679931858,-0.584620825503774,0.218701713027637,5.64993864995629e-05,0.00565089088680741
"Xkr7","ENSMUSG00000042631",392.945560928574,0.559626292451317,0.207401839102127,5.75725688150403e-05,0.0057260583386266
"Sf3b5","ENSMUSG00000078348",1405.84441100052,-0.237120423004991,0.0787175946978852,5.92408966054905e-05,0.00581601211371674
"Carmil3","ENSMUSG00000022211",1399.08101344897,0.656521081413479,0.267418281396726,5.93801212782783e-05,0.00581601211371674
"Ivl","ENSMUSG00000049128",85.1412557774646,-0.787557911353214,0.540253375488587,5.94570692971098e-05,0.00581601211371674
"Crispld2","ENSMUSG00000031825",3133.55911926551,-0.473745575426796,0.174275943394634,6.02649553997239e-05,0.00586282514197423
"Srpk2","ENSMUSG00000062604",3785.47980595598,0.407943578834561,0.151542257875838,6.31268235910587e-05,0.00610786326299793
"Myo15b","ENSMUSG00000034427",3136.37050949898,0.576502618948084,0.219241744692002,6.3857080041262e-05,0.00612056972148341
"Tmem125","ENSMUSG00000050854",122.187353856432,-0.620304472996471,0.244757417497253,6.39457376956645e-05,0.00612056972148341
"Hif1a","ENSMUSG00000021109",9196.5597343554,-0.271285943160638,0.0959850944651397,6.51193608943486e-05,0.00617308514050944
"Ebpl","ENSMUSG00000021928",307.230778876422,-0.382298311043171,0.142656816382725,6.51878900418904e-05,0.00617308514050944
"Inpp5j","ENSMUSG00000034570",902.902533498286,0.632204866952735,0.258293642514611,6.99089564143663e-05,0.00658512778330668
"Fga","ENSMUSG00000028001",2254.19011734299,-0.726078131240017,0.695594023656865,7.21655005923459e-05,0.00675216588642948
"Gnai1","ENSMUSG00000057614",953.666666359056,-0.365154445085789,0.137790628720527,7.24408068476117e-05,0.00675216588642948
"Pitpnm3","ENSMUSG00000040543",1555.24927253218,0.476188496616459,0.179873883264163,7.3214986311197e-05,0.006788783340095
"Ube2o","ENSMUSG00000020802",4585.09332445715,0.286045719979792,0.104282824665874,7.41114714253501e-05,0.00683630324241196
"Eps8","ENSMUSG00000015766",2639.87225103636,0.240776490487589,0.08242035538906,7.53458348359395e-05,0.00691433967826923
"Nxph3","ENSMUSG00000046719",296.193775925971,0.618136039758301,0.252993702514074,7.63809535232912e-05,0.00695686926356951
"Tmcc2","ENSMUSG00000042066",1697.78721051888,0.323836067695878,0.121654841954397,7.65908204044051e-05,0.00695686926356951
"Wipi1","ENSMUSG00000041895",5133.42483548371,-0.30387921336182,0.113111315004925,7.8183203102896e-05,0.00706545972000435
"Kcnk1","ENSMUSG00000033998",1594.72954011396,-0.339107906207154,0.128888079601377,8.07604477539211e-05,0.00726150632001544
"Cdh4","ENSMUSG00000000305",404.103121521544,0.55616521499175,0.21836790836964,8.17470625123101e-05,0.00731328117541034
"Rab3b","ENSMUSG00000003411",3554.25497943942,0.606635426299239,0.248993191447754,8.23300074546804e-05,0.0073214199604748
"Hdac6","ENSMUSG00000031161",7383.37923380709,0.491888594504131,0.189361882626725,8.26605298014624e-05,0.0073214199604748
"Slc38a1","ENSMUSG00000023169",597.995120666684,-0.504993173817152,0.195069399143517,8.32282742921141e-05,0.00733521270902231
"Fem1a","ENSMUSG00000043683",2796.15087340465,0.246379928501049,0.0863532606646144,8.57677143617564e-05,0.00752178629942044
"Prkag2","ENSMUSG00000028944",1574.8793491076,0.355616051567943,0.136744277976348,8.62522217813432e-05,0.00752719757045712
"Tgm3","ENSMUSG00000027401",43.566791720918,0.663345188228332,0.31106704283817,8.96707821069271e-05,0.00778736065292499
"Ccdc68","ENSMUSG00000038903",110.258854143305,-0.554544664707772,0.223243954857434,9.41880873262934e-05,0.00809105366962851
"Sgms2","ENSMUSG00000050931",3716.09434812505,0.37772804179132,0.147329327504073,9.46881231737187e-05,0.00809105366962851
"Npepl1","ENSMUSG00000039263",4314.98931179475,0.272367228532531,0.100406302198647,9.48519750169764e-05,0.00809105366962851
"Igf1","ENSMUSG00000020053",249.032928394583,-0.664771931516214,0.32161954601931,9.56619572803955e-05,0.00809105366962851
"Anks6","ENSMUSG00000066191",971.923827173163,0.362134288087566,0.141157192821561,9.57575744643948e-05,0.00809105366962851
"Bok","ENSMUSG00000026278",661.492246769511,-0.648554021549825,0.300007253238628,9.65436925133802e-05,0.00809105366962851
"Adar","ENSMUSG00000027951",5790.95434941145,0.269902203578704,0.0993952785084814,9.67497742786263e-05,0.00809105366962851
"Myo5c","ENSMUSG00000033590",966.675982295623,-0.592442494397336,0.248064659208884,9.68035966764519e-05,0.00809105366962851
"Itga6","ENSMUSG00000027111",4386.60331444684,-0.534745774640253,0.214355325191898,9.78879284629912e-05,0.00814345229171323
"Zfp516","ENSMUSG00000058881",5661.18384033099,0.310806962073312,0.119335504660751,9.90614137500977e-05,0.00819299057576993
"A830073O21Rik","ENSMUSG00000091890",196.278507587742,0.594626794130927,0.251168463511941,9.94038063453522e-05,0.00819299057576993
"Def8","ENSMUSG00000001482",2773.7587175669,0.262114345321077,0.0958890176775403,0.000100621905454049,0.0082487640299668
"Mlxipl","ENSMUSG00000005373",7452.39949375834,0.610514223994035,0.264753513929821,0.000101007165002121,0.0082487640299668
