"gene_name","ens_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gm15407","ENSMUSG00000087647",73.9313250562364,-0.701886970301272,0.375700562309345,6.0664225612988e-05,0.0154406009114699
"Ttc9","ENSMUSG00000042734",2858.07629025378,-0.451848691653882,0.215457584311557,6.31643549419207e-05,0.0157870847217952
"Sugct","ENSMUSG00000055137",283.028714460468,-0.611706478318293,0.307934024592153,6.36159158688165e-05,0.0157870847217952
"Mgll","ENSMUSG00000033174",228.992126238822,0.57985266952416,0.288919113704156,6.5096531591953e-05,0.0159550795270993
"H2afy2","ENSMUSG00000020086",1285.8209533673,-0.337193173421967,0.173771878395089,7.42604087091597e-05,0.0179791694402798
"Stbd1","ENSMUSG00000047963",1619.53771011555,0.47946070746137,0.243337896445789,7.52473062479596e-05,0.0179986116980812
"Scamp5","ENSMUSG00000040722",3652.6192326261,-0.46910321697916,0.243562333043514,8.05700679336213e-05,0.0188888693542025
"Nlrc5","ENSMUSG00000074151",2755.46174082552,-0.517390729060996,0.272136031522555,8.087210472509e-05,0.0188888693542025
"Cip2a","ENSMUSG00000033031",469.940257218148,-0.349957881720786,0.18576224792108,8.25110565104297e-05,0.0190475814523437
"Csmd2","ENSMUSG00000028804",548.875418753902,0.492730517152201,0.265735453330015,8.82653883789273e-05,0.0201417558101936
"Try10","ENSMUSG00000071521",101.075611178413,0.77781763164645,0.8837897751339,9.06317232136764e-05,0.0204467227381945
"Lrrtm2","ENSMUSG00000071862",191.437875710605,-0.492924929418869,0.275428143675578,9.69271673143101e-05,0.0216212927268651
"Adora2b","ENSMUSG00000018500",817.279361489898,-0.590477355444494,0.362722314529147,0.000104602508828797,0.0230741511975345
"Isg15","ENSMUSG00000035692",1732.12728826632,0.619066254768007,0.437997373098829,0.000124610290040036,0.0271855833864268
"Il18bp","ENSMUSG00000070427",3810.87323548886,-0.484415792707944,0.303379566414082,0.000130104156227409,0.0280756284085082
"Rgs17","ENSMUSG00000019775",2817.71083375631,-0.33053359079095,0.213669477711315,0.000143581115695667,0.0306507084936137
"Scn1b","ENSMUSG00000019194",536.719274983419,0.315607731547606,0.206538247048291,0.00014614070364384,0.0308652275472463
"Prkar2b","ENSMUSG00000002997",2372.62527189698,-0.334738192379775,0.22012277537177,0.000151365744413974,0.0316322539352697
"Apol7a","ENSMUSG00000010601",115.882904777445,0.614626816126023,0.62327822200671,0.00016435922744415,0.0339898306505075
"Sema4a","ENSMUSG00000028064",1648.41655505267,-0.346415068360495,0.236650478386185,0.000169883752636225,0.034770125165845
"Pmvk","ENSMUSG00000027952",2006.60599986264,-0.283451790314359,0.201072581037449,0.000175849704381727,0.0356239202152084
"Tspan1","ENSMUSG00000028699",389.70823471602,0.574104470418497,0.495649717146598,0.00018036606376714,0.0361697723633236
"Strip2","ENSMUSG00000039629",129.938110256732,0.431993913369828,0.306923174935838,0.000185073849521985,0.0365163134852628
"Klk1b5","ENSMUSG00000066512",61.552729260954,0.583193586937963,0.574516455873812,0.000185772813278172,0.0365163134852628
"Atp1a1","ENSMUSG00000033161",44408.6455452197,-0.179322044224883,0.147311617275755,0.000201251708510764,0.0391710800888647
"Serpina10","ENSMUSG00000061947",6936.51838646811,-0.442803558059027,0.335193379909824,0.000210637940539404,0.040599951781833
"Rpl30","ENSMUSG00000058600",6230.93829353325,0.340575225394919,0.253052852716511,0.000212793550699027,0.0406210611733441
"9330175E14Rik","ENSMUSG00000097194",307.739614594205,-0.533926887141119,0.528682263942598,0.000227523603546303,0.0430192962019501
"Tent5a","ENSMUSG00000032265",4504.06095459941,-0.21505567909109,0.178307144501312,0.000237778546491245,0.0442619648383654
"Gm28294","ENSMUSG00000101840",138.631893201321,-0.493444628726341,0.429193495507015,0.000238554890329174,0.0442619648383654
"Cyb5r2","ENSMUSG00000048065",39.8384582743419,-0.514780864094014,0.527644997649979,0.00024903563178447,0.0457399077983754
"Npy","ENSMUSG00000029819",265.38784438133,-0.390211248915037,0.311550402149103,0.000251845611391006,0.0457399077983754
"Acp1","ENSMUSG00000044573",1885.84674935846,0.416079499667876,0.337724603893321,0.000253432219705903,0.0457399077983754
"Mettl7a1","ENSMUSG00000054619",4103.44062528822,-0.383199543535349,0.307844198375161,0.000256937804426314,0.0459548309123929
"Slc39a5","ENSMUSG00000039878",25.1377538335209,0.492479517120696,0.559423362201683,0.000277115543979983,0.0491212044163803
